value,segments,language,borrowing_score
hari ini,"['h', 'a', 'r', 'i', '+', 'i', 'n', 'i']",Indonesian,0.0
"bésok, ésok","['b', 'é/e', 's', 'o', 'ʔ']",Indonesian,0.0
lusa,"['l', 'u', 's', 'a']",Indonesian,0.0
kemarin,"['k', 'e', 'm', 'a', 'r', 'i', 'n']",Indonesian,0.0
kemarin dulu,"['k', 'e', 'm', 'a', 'r', 'i', 'n', '+', 'd', 'u', 'l', 'u']",Indonesian,0.0
kemarin lusa,"['k', 'e', 'm', 'a', 'r', 'i', 'n', '+', 'l', 'u', 's', 'a']",Indonesian,0.0
jam,"['dʒ', 'a', 'm']",Indonesian,1.0
jam,"['dʒ', 'a', 'm']",Indonesian,1.0
arloji,"['a', 'r', 'l', 'o', 'dʒ', 'i']",Indonesian,1.0
minggu,"['m', 'i', 'ŋ', 'g', 'u']",Indonesian,1.0
pekan (1),"['p', 'e', 'k', 'a', 'n']",Indonesian,0.0
(hari) Minggu,"['h', 'a', 'r', 'i', '+', 'M/m', 'i', 'ŋ', 'g', 'u']",Indonesian,1.0
(hari) Ahad,"['h', 'a', 'r', 'i', '+', 'A/a', 'h', 'a', 'd']",Indonesian,1.0
Senin,"['S/s', 'e', 'n', 'i', 'n']",Indonesian,1.0
Selasa,"['S/s', 'e', 'l', 'a', 's', 'a']",Indonesian,1.0
Rabu,"['R/r', 'a', 'b', 'u']",Indonesian,1.0
Kamis,"['K/k', 'a', 'm', 'i', 's']",Indonesian,1.0
Jum'at,"['J/dʒ', 'u', 'm', 'ʔ', 'a', 't']",Indonesian,1.0
Sabtu,"['S/s', 'a', 'b', 't', 'u']",Indonesian,1.0
bulan,"['b', 'u', 'l', 'a', 'n']",Indonesian,0.0
tahun,"['t', 'a', 'h', 'u', 'n']",Indonesian,0.0
musim dingin,"['m', 'u', 's', 'i', 'm', '+', 'd', 'i', 'ŋ', 'i', 'n']",Indonesian,0.0
musim semi,"['m', 'u', 's', 'i', 'm', '+', 's', 'e', 'm', 'i']",Indonesian,0.0
musim panas,"['m', 'u', 's', 'i', 'm', '+', 'p', 'a', 'n', 'a', 's']",Indonesian,0.0
musim gugur,"['m', 'u', 's', 'i', 'm', '+', 'g', 'u', 'g', 'u', 'r']",Indonesian,0.0
musim,"['m', 'u', 's', 'i', 'm']",Indonesian,1.0
"bau, berbau","['b', 'aʊ']",Indonesian,0.0
berkerut,"['b', 'e', 'r', 'k', 'e', 'r', 'u', 't']",Indonesian,0.0
keriput,"['k', 'e', 'r', 'i', 'p', 'u', 't']",Indonesian,0.5
menciumi,"['m', 'e', 'ɲ', 'i', 'u', 'm', 'i']",Indonesian,0.25
menghidu,"['m', 'e', 'ŋ', 'h', 'i', 'd', 'u']",Indonesian,0.0
mengendus,"['m', 'e', 'ŋ', 'e', 'n', 'd', 'u', 's']",Indonesian,0.75
mencium (2),"['m', 'e', 'ɲ', 'i', 'u', 'm']",Indonesian,0.25
harum,"['h', 'a', 'r', 'u', 'm']",Indonesian,0.0
wangi,"['w', 'a', 'ŋ', 'i']",Indonesian,1.0
bau,"['b', 'aʊ']",Indonesian,0.0
terasa,"['t', 'e', 'r', 'a', 's', 'a']",Indonesian,1.0
manis,"['m', 'a', 'n', 'i', 's']",Indonesian,0.0
"asin, masin","['a', 's', 'i', 'n']",Indonesian,0.0
pahit,"['p', 'a', 'h', 'i', 't']",Indonesian,0.0
"asam, masam","['a', 's', 'a', 'm']",Indonesian,0.0
kecut,"['k', 'e', 'tʃ', 'u', 't']",Indonesian,1.0
payau,"['p', 'a', 'j', 'aʊ']",Indonesian,0.0
mendengar,"['m', 'e', 'n', 'd', 'e', 'ŋ', 'a', 'r']",Indonesian,0.0
mendengarkan,"['m', 'e', 'n', 'd', 'e', 'ŋ', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.0
suara,"['s', 'u', 'a', 'r', 'a']",Indonesian,1.0
bunyi,"['b', 'u', 'ɲ', 'i']",Indonesian,0.0
keras,"['k', 'e', 'r', 'a', 's']",Indonesian,0.0
sepi,"['s', 'e', 'p', 'i']",Indonesian,1.0
tenang,"['t', 'e', 'n', 'a', 'ŋ']",Indonesian,0.0
diam (2),"['d', 'i', 'a', 'm']",Indonesian,0.0
sunyi,"['s', 'u', 'ɲ', 'i']",Indonesian,0.75
melihat,"['m', 'e', 'l', 'i', 'h', 'a', 't']",Indonesian,0.0
melihat,"['m', 'e', 'l', 'i', 'h', 'a', 't']",Indonesian,0.0
menunjukkan,"['m', 'e', 'n', 'u', 'ɲ', 'u', 'k', 'k', 'a', 'n']",Indonesian,0.0
memperlihatkan,"['m', 'e', 'm', 'p', 'e', 'r', 'l', 'i', 'h', 'a', 't', 'k', 'a', 'n']",Indonesian,0.0
bersinar,"['b', 'e', 'r', 's', 'i', 'n', 'a', 'r']",Indonesian,0.0
mengkilat,"['m', 'e', 'ŋ', 'k', 'i', 'l', 'a', 't']",Indonesian,0.0
bercahaya,"['b', 'e', 'r', 'tʃ', 'a', 'h', 'a', 'j', 'a']",Indonesian,1.0
berkilau,"['b', 'e', 'r', 'k', 'i', 'l', 'aʊ']",Indonesian,0.0
mengkilap,"['m', 'e', 'ŋ', 'k', 'i', 'l', 'a', 'p']",Indonesian,0.0
menyilaukan,"['m', 'e', 'ɲ', 'i', 'l', 'a', 'u', 'k', 'a', 'n']",Indonesian,0.0
cerah,"['tʃ', 'e', 'r', 'a', 'h']",Indonesian,0.0
warna,"['w', 'a', 'r', 'n', 'a']",Indonesian,1.0
kelir,"['k', 'e', 'l', 'i', 'r']",Indonesian,1.0
terang,"['t', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0
gelap,"['g', 'e', 'l', 'a', 'p']",Indonesian,0.0
tua,"['t', 'u', 'a']",Indonesian,0.0
putih,"['p', 'u', 't', 'i', 'h']",Indonesian,0.0
hitam,"['h', 'i', 't', 'a', 'm']",Indonesian,0.0
mérah,"['m', 'é/e', 'r', 'a', 'h']",Indonesian,0.0
biru,"['b', 'i', 'r', 'u']",Indonesian,0.25
hijau,"['h', 'i', 'dʒ', 'aʊ']",Indonesian,0.0
kuning,"['k', 'u', 'n', 'i', 'ŋ']",Indonesian,0.0
menyentuh,"['m', 'e', 'ɲ', 'e', 'n', 't', 'u', 'h']",Indonesian,0.0
meraba,"['m', 'e', 'r', 'a', 'b', 'a']",Indonesian,0.0
menyinggung,"['m', 'e', 'ɲ', 'i', 'ŋ', 'g', 'u', 'ŋ']",Indonesian,0.25
memegang,"['m', 'e', 'm', 'e', 'g', 'a', 'ŋ']",Indonesian,0.0
mengenai,"['m', 'e', 'ŋ', 'e', 'n', 'aɪ']",Indonesian,0.0
mencubit,"['m', 'e', 'ɲ', 'u', 'b', 'i', 't']",Indonesian,0.0
merasakan,"['m', 'e', 'r', 'a', 's', 'a', 'k', 'a', 'n']",Indonesian,0.0
meraba,"['m', 'e', 'r', 'a', 'b', 'a']",Indonesian,0.0
keras,"['k', 'e', 'r', 'a', 's']",Indonesian,0.0
empuk,"['e', 'm', 'p', 'u', 'ʔ']",Indonesian,1.0
lembék,"['l', 'e', 'm', 'b', 'é/e', 'ʔ']",Indonesian,0.0
lunak,"['l', 'u', 'n', 'a', 'ʔ']",Indonesian,0.0
lembut,"['l', 'e', 'm', 'b', 'u', 't']",Indonesian,0.0
kasar,"['k', 'a', 's', 'a', 'r']",Indonesian,0.0
halus,"['h', 'a', 'l', 'u', 's']",Indonesian,0.0
licin,"['l', 'i', 'tʃ', 'i', 'n']",Indonesian,0.0
mulus,"['m', 'u', 'l', 'u', 's']",Indonesian,0.0
tajam,"['t', 'a', 'dʒ', 'a', 'm']",Indonesian,0.0
tumpul,"['t', 'u', 'm', 'p', 'u', 'l']",Indonesian,0.0
majal,"['m', 'a', 'dʒ', 'a', 'l']",Indonesian,0.25
berat,"['b', 'e', 'r', 'a', 't']",Indonesian,0.0
énténg,"['é/e', 'n', 't', 'é/e', 'ŋ']",Indonesian,1.0
ringan,"['r', 'i', 'ŋ', 'a', 'n']",Indonesian,0.0
basah,"['b', 'a', 's', 'a', 'h']",Indonesian,0.0
kering,"['k', 'e', 'r', 'i', 'ŋ']",Indonesian,0.0
panas,"['p', 'a', 'n', 'a', 's']",Indonesian,0.0
hangat,"['h', 'a', 'ŋ', 'a', 't']",Indonesian,0.0
dingin,"['d', 'i', 'ŋ', 'i', 'n']",Indonesian,0.0
bersih,"['b', 'e', 'r', 's', 'i', 'h']",Indonesian,0.0
kotor,"['k', 'o', 't', 'o', 'r']",Indonesian,0.0
kumuh,"['k', 'u', 'm', 'u', 'h']",Indonesian,0.75
cemar,"['tʃ', 'e', 'm', 'a', 'r']",Indonesian,0.0
nyawa,"['ɲ', 'a', 'w', 'a']",Indonesian,0.0
jiwa,"['dʒ', 'i', 'w', 'a']",Indonesian,1.0
arwah,"['a', 'r', 'w', 'a', 'h']",Indonesian,1.0
roh,"['r', 'o', 'h']",Indonesian,1.0
semangat,"['s', 'e', 'm', 'a', 'ŋ', 'a', 't']",Indonesian,0.0
hantu,"['h', 'a', 'n', 't', 'u']",Indonesian,0.0
héran,"['h', 'é/e', 'r', 'a', 'n']",Indonesian,1.0
kagét,"['k', 'a', 'g', 'é/e', 't']",Indonesian,1.0
terkejut,"['t', 'e', 'r', 'k', 'e', 'dʒ', 'u', 't']",Indonesian,0.0
keberuntungan,"['k', 'e', 'b', 'e', 'r', 'u', 'n', 't', 'u', 'ŋ', 'a', 'n']",Indonesian,0.0
kemujuran,"['k', 'e', 'm', 'u', 'dʒ', 'u', 'r', 'a', 'n']",Indonesian,0.0
hoki,"['h', 'o', 'k', 'i']",Indonesian,1.0
kemalangan,"['k', 'e', 'm', 'a', 'l', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
"sial, kesialan","['s', 'i', 'a', 'l']",Indonesian,0.0
celaka,"['tʃ', 'e', 'l', 'a', 'k', 'a']",Indonesian,0.75
sué,"['s', 'u', 'é/e']",Indonesian,1.0
senang,"['s', 'e', 'n', 'a', 'ŋ']",Indonesian,0.0
bahagia,"['b', 'a', 'h', 'a', 'g', 'i', 'a']",Indonesian,1.0
gembira,"['g', 'e', 'm', 'b', 'i', 'r', 'a']",Indonesian,0.75
tertawa,"['t', 'e', 'r', 't', 'a', 'w', 'a']",Indonesian,0.0
ketawa,"['k', 'e', 't', 'a', 'w', 'a']",Indonesian,0.0
tersenyum,"['t', 'e', 'r', 's', 'e', 'ɲ', 'u', 'm']",Indonesian,0.0
bermain,"['b', 'e', 'r', 'm', 'a', 'i', 'n']",Indonesian,0.0
mengasihi,"['m', 'e', 'ŋ', 'a', 's', 'i', 'h', 'i']",Indonesian,0.0
"cinta, mencintai","['tʃ', 'i', 'n', 't', 'a']",Indonesian,1.0
menyayangi,"['m', 'e', 'ɲ', 'a', 'j', 'a', 'ŋ', 'i']",Indonesian,0.0
mencium (1),"['m', 'e', 'ɲ', 'i', 'u', 'm']",Indonesian,0.25
memeluk,"['m', 'e', 'm', 'e', 'l', 'u', 'ʔ']",Indonesian,0.0
merangkul,"['m', 'e', 'r', 'a', 'ŋ', 'k', 'u', 'l']",Indonesian,1.0
rasa sakit,"['r', 'a', 's', 'a', '+', 's', 'a', 'k', 'i', 't']",Indonesian,0.0
kesedihan,"['k', 'e', 's', 'e', 'd', 'i', 'h', 'a', 'n']",Indonesian,0.0
"kekhawatiran, kekuatiran","['k', 'e', 'x', 'a', 'w', 'a', 't', 'i', 'r', 'a', 'n']",Indonesian,0.0
kecemasan,"['k', 'e', 'tʃ', 'e', 'm', 'a', 's', 'a', 'n']",Indonesian,0.0
kebimbangan,"['k', 'e', 'b', 'i', 'm', 'b', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
kegelisahan,"['k', 'e', 'g', 'e', 'l', 'i', 's', 'a', 'h', 'a', 'n']",Indonesian,0.0
menyesal(i),"['m', 'e', 'ɲ', 'e', 's', 'a', 'l', 'i']",Indonesian,0.0
kasihan,"['k', 'a', 's', 'i', 'h', 'a', 'n']",Indonesian,0.0
menangis,"['m', 'e', 'n', 'a', 'ŋ', 'i', 's']",Indonesian,0.0
air mata,"['a', 'i', 'r', '+', 'm', 'a', 't', 'a']",Indonesian,0.0
merintih,"['m', 'e', 'r', 'i', 'n', 't', 'i', 'h']",Indonesian,0.75
mengerang,"['m', 'e', 'ŋ', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0
membenci,"['m', 'e', 'm', 'b', 'e', 'ɲ', 'i']",Indonesian,0.0
kemarahan,"['k', 'e', 'm', 'a', 'r', 'a', 'h', 'a', 'n']",Indonesian,0.0
amarah,"['a', 'm', 'a', 'r', 'a', 'h']",Indonesian,1.0
murka,"['m', 'u', 'r', 'k', 'a']",Indonesian,1.0
kecemburuan,"['k', 'e', 'tʃ', 'e', 'm', 'b', 'u', 'r', 'u', 'a', 'n']",Indonesian,0.0
iri hati,"['i', 'r', 'i', '+', 'h', 'a', 't', 'i']",Indonesian,0.0
dengki,"['d', 'e', 'ŋ', 'k', 'i']",Indonesian,0.0
rasa malu,"['r', 'a', 's', 'a', '+', 'm', 'a', 'l', 'u']",Indonesian,0.0
nista,"['n', 'i', 's', 't', 'a']",Indonesian,1.0
aib,"['a', 'i', 'b']",Indonesian,1.0
bangga,"['b', 'a', 'ŋ', 'g', 'a']",Indonesian,0.0
berani,"['b', 'e', 'r', 'a', 'n', 'i']",Indonesian,0.0
berani,"['b', 'e', 'r', 'a', 'n', 'i']",Indonesian,0.0
rasa takut,"['r', 'a', 's', 'a', '+', 't', 'a', 'k', 'u', 't']",Indonesian,0.0
ketakutan,"['k', 'e', 't', 'a', 'k', 'u', 't', 'a', 'n']",Indonesian,0.0
bahaya,"['b', 'a', 'h', 'a', 'j', 'a']",Indonesian,1.0
mau,"['m', 'aʊ']",Indonesian,0.0
ingin,"['i', 'ŋ', 'i', 'n']",Indonesian,0.0
memilih,"['m', 'e', 'm', 'i', 'l', 'i', 'h']",Indonesian,0.0
berharap,"['b', 'e', 'r', 'h', 'a', 'r', 'a', 'p']",Indonesian,0.0
setia,"['s', 'e', 't', 'i', 'a']",Indonesian,1.0
benar,"['b', 'e', 'n', 'a', 'r']",Indonesian,0.0
berbohong,"['b', 'e', 'r', 'b', 'o', 'h', 'o', 'ŋ']",Indonesian,0.0
berdusta,"['b', 'e', 'r', 'd', 'u', 's', 't', 'a']",Indonesian,1.0
penipuan,"['p', 'e', 'n', 'i', 'p', 'u', 'a', 'n']",Indonesian,0.0
kebohongan,"['k', 'e', 'b', 'o', 'h', 'o', 'ŋ', 'a', 'n']",Indonesian,0.0
kecurangan,"['k', 'e', 'tʃ', 'u', 'r', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
memaafkan,"['m', 'e', 'm', 'aː', 'f', 'k', 'a', 'n']",Indonesian,0.0
mengampuni,"['m', 'e', 'ŋ', 'a', 'm', 'p', 'u', 'n', 'i']",Indonesian,0.0
baik,"['b', 'a', 'i', 'ʔ']",Indonesian,0.0
bagus,"['b', 'a', 'g', 'u', 's']",Indonesian,0.0
jelék,"['dʒ', 'e', 'l', 'é/e', 'ʔ']",Indonesian,1.0
buruk,"['b', 'u', 'r', 'u', 'ʔ']",Indonesian,0.0
betul,"['b', 'e', 't', 'u', 'l']",Indonesian,0.0
benar,"['b', 'e', 'n', 'a', 'r']",Indonesian,0.0
salah,"['s', 'a', 'l', 'a', 'h']",Indonesian,0.0
kesalahan,"['k', 'e', 's', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0
kesalahan,"['k', 'e', 's', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0
kesalahan,"['k', 'e', 's', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0
puji(an),"['p', 'u', 'dʒ', 'i', 'a', 'n']",Indonesian,1.0
indah,"['i', 'n', 'd', 'a', 'h']",Indonesian,0.0
cantik,"['tʃ', 'a', 'n', 't', 'i', 'ʔ']",Indonesian,0.5
asri,"['a', 's', 'r', 'i']",Indonesian,1.0
permai,"['p', 'e', 'r', 'm', 'aɪ']",Indonesian,0.0
jelék,"['dʒ', 'e', 'l', 'é/e', 'ʔ']",Indonesian,1.0
rakus,"['r', 'a', 'k', 'u', 's']",Indonesian,0.0
loba,"['l', 'o', 'b', 'a']",Indonesian,1.0
serakah,"['s', 'e', 'r', 'a', 'k', 'a', 'h']",Indonesian,0.75
tamak,"['t', 'a', 'm', 'a', 'ʔ']",Indonesian,1.0
cerdas,"['tʃ', 'e', 'r', 'd', 'a', 's']",Indonesian,0.0
cerdik,"['tʃ', 'e', 'r', 'd', 'i', 'ʔ']",Indonesian,0.0
pintar,"['p', 'i', 'n', 't', 'a', 'r']",Indonesian,1.0
pandai,"['p', 'a', 'n', 'd', 'aɪ']",Indonesian,0.75
akal,"['a', 'k', 'a', 'l']",Indonesian,1.0
benak,"['b', 'e', 'n', 'a', 'ʔ']",Indonesian,0.0
pikir,"['p', 'i', 'k', 'i', 'r']",Indonesian,1.0
pikir,"['p', 'i', 'k', 'i', 'r']",Indonesian,1.0
kira,"['k', 'i', 'r', 'a']",Indonesian,0.25
percaya,"['p', 'e', 'r', 'tʃ', 'a', 'j', 'a']",Indonesian,1.0
mengerti,"['m', 'e', 'ŋ', 'e', 'r', 't', 'i']",Indonesian,1.0
memahami,"['m', 'e', 'm', 'a', 'h', 'a', 'm', 'i']",Indonesian,0.0
tahu,"['t', 'a', 'h', 'u']",Indonesian,0.0
menebak,"['m', 'e', 'n', 'e', 'b', 'a', 'ʔ']",Indonesian,0.0
menduga,"['m', 'e', 'n', 'd', 'u', 'g', 'a']",Indonesian,0.0
menerka,"['m', 'e', 'n', 'e', 'r', 'k', 'a']",Indonesian,1.0
meniru,"['m', 'e', 'n', 'i', 'r', 'u']",Indonesian,0.0
kelihatan,"['k', 'e', 'l', 'i', 'h', 'a', 't', 'a', 'n']",Indonesian,0.0
tampak,"['t', 'a', 'm', 'p', 'a', 'ʔ']",Indonesian,0.0
nampak,"['n', 'a', 'm', 'p', 'a', 'ʔ']",Indonesian,0.0
terlihat,"['t', 'e', 'r', 'l', 'i', 'h', 'a', 't']",Indonesian,0.0
idé,"['i', 'd', 'é/e']",Indonesian,1.0
gagasan,"['g', 'a', 'g', 'a', 's', 'a', 'n']",Indonesian,1.0
bijaksana,"['b', 'i', 'dʒ', 'a', 'k', 's', 'a', 'n', 'a']",Indonesian,1.0
bodoh,"['b', 'o', 'd', 'o', 'h']",Indonesian,0.0
goblok,"['g', 'o', 'b', 'l', 'o', 'ʔ']",Indonesian,1.0
bégo,"['b', 'é/e', 'g', 'o']",Indonesian,1.0
konyol,"['k', 'o', 'ɲ', 'o', 'l']",Indonesian,1.0
dungu,"['d', 'u', 'ŋ', 'u']",Indonesian,0.0
gila,"['g', 'i', 'l', 'a']",Indonesian,0.0
belajar,"['b', 'e', 'l', 'a', 'dʒ', 'a', 'r']",Indonesian,0.75
belajar,"['b', 'e', 'l', 'a', 'dʒ', 'a', 'r']",Indonesian,0.75
mengajar,"['m', 'e', 'ŋ', 'a', 'dʒ', 'a', 'r']",Indonesian,1.0
murid,"['m', 'u', 'r', 'i', 'd']",Indonesian,1.0
guru,"['g', 'u', 'r', 'u']",Indonesian,1.0
sekolah,"['s', 'e', 'k', 'o', 'l', 'a', 'h']",Indonesian,1.0
mengingat,"['m', 'e', 'ŋ', 'i', 'ŋ', 'a', 't']",Indonesian,0.0
"lupa, melupakan","['l', 'u', 'p', 'a']",Indonesian,0.0
jelas,"['dʒ', 'e', 'l', 'a', 's']",Indonesian,0.0
kabur (1),"['k', 'a', 'b', 'u', 'r']",Indonesian,0.0
rahasia,"['r', 'a', 'h', 'a', 's', 'i', 'a']",Indonesian,1.0
pasti,"['p', 'a', 's', 't', 'i']",Indonesian,0.75
tentu,"['t', 'e', 'n', 't', 'u']",Indonesian,0.0
yakin,"['j', 'a', 'k', 'i', 'n']",Indonesian,1.0
menjelaskan,"['m', 'e', 'ɲ', 'e', 'l', 'a', 's', 'k', 'a', 'n']",Indonesian,0.0
menerangkan,"['m', 'e', 'n', 'e', 'r', 'a', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0
maksud,"['m', 'a', 'k', 's', 'u', 'd']",Indonesian,1.0
niat,"['n', 'i', 'a', 't']",Indonesian,1.0
kehendak,"['k', 'e', 'h', 'e', 'n', 'd', 'a', 'ʔ']",Indonesian,0.0
sebab,"['s', 'e', 'b', 'a', 'b']",Indonesian,1.0
keraguan,"['k', 'e', 'r', 'a', 'g', 'u', 'a', 'n']",Indonesian,0.0
kesangsian,"['k', 'e', 's', 'a', 'ŋ', 's', 'i', 'a', 'n']",Indonesian,0.0
mencurigai,"['m', 'e', 'ɲ', 'u', 'r', 'i', 'g', 'aɪ']",Indonesian,0.0
menyangka,"['m', 'e', 'ɲ', 'a', 'ŋ', 'k', 'a']",Indonesian,1.0
mengkhianati,"['m', 'e', 'ŋ', 'x', 'i', 'a', 'n', 'a', 't', 'i']",Indonesian,1.0
keperluan,"['k', 'e', 'p', 'e', 'r', 'l', 'u', 'a', 'n']",Indonesian,0.0
kebutuhan,"['k', 'e', 'b', 'u', 't', 'u', 'h', 'a', 'n']",Indonesian,0.0
gampang,"['g', 'a', 'm', 'p', 'a', 'ŋ']",Indonesian,0.75
mudah,"['m', 'u', 'd', 'a', 'h']",Indonesian,0.0
susah,"['s', 'u', 's', 'a', 'h']",Indonesian,0.0
sulit,"['s', 'u', 'l', 'i', 't']",Indonesian,0.0
sukar,"['s', 'u', 'k', 'a', 'r']",Indonesian,0.0
mencoba,"['m', 'e', 'ɲ', 'o', 'b', 'a']",Indonesian,0.25
cara,"['tʃ', 'a', 'r', 'a']",Indonesian,1.0
gaya,"['g', 'a', 'j', 'a']",Indonesian,0.0
dan,"['d', 'a', 'n']",Indonesian,0.0
serta,"['s', 'e', 'r', 't', 'a']",Indonesian,1.0
karena,"['k', 'a', 'r', 'e', 'n', 'a']",Indonesian,1.0
sebab,"['s', 'e', 'b', 'a', 'b']",Indonesian,1.0
gara-gara,"['g', 'a', 'r', 'a', '+', 'g', 'a', 'r', 'a']",Indonesian,1.0
kalau,"['k', 'a', 'l', 'aʊ']",Indonesian,0.0
jika,"['dʒ', 'i', 'k', 'a']",Indonesian,0.0
andai,"['a', 'n', 'd', 'aɪ']",Indonesian,0.5
atau,"['a', 't', 'aʊ']",Indonesian,1.0
"ya, iya","['j', 'a']",Indonesian,0.0
bukan,"['b', 'u', 'k', 'a', 'n']",Indonesian,0.0
tak,"['t', 'a', 'ʔ']",Indonesian,0.0
"enggak, nggak, gak, ga","['e', 'ŋ', 'g', 'a', 'ʔ']",Indonesian,0.75
tidak,"['t', 'i', 'd', 'a', 'ʔ']",Indonesian,0.0
bagaimana,"['b', 'a', 'g', 'a', 'i', 'm', 'a', 'n', 'a']",Indonesian,0.0
berapa,"['b', 'e', 'r', 'a', 'p', 'a']",Indonesian,0.0
berapa,"['b', 'e', 'r', 'a', 'p', 'a']",Indonesian,0.0
apa,"['a', 'p', 'a']",Indonesian,0.0
kapan,"['k', 'a', 'p', 'a', 'n']",Indonesian,1.0
bila,"['b', 'i', 'l', 'a']",Indonesian,1.0
(di) mana,"['d', 'i', '+', 'm', 'a', 'n', 'a']",Indonesian,0.0
(yang) mana,"['j', 'a', 'ŋ', '+', 'm', 'a', 'n', 'a']",Indonesian,0.0
siapa,"['s', 'i', 'a', 'p', 'a']",Indonesian,0.0
mengapa,"['m', 'e', 'ŋ', 'a', 'p', 'a']",Indonesian,0.0
kenapa,"['k', 'e', 'n', 'a', 'p', 'a']",Indonesian,0.0
suara,"['s', 'u', 'a', 'r', 'a']",Indonesian,1.0
menyanyi,"['m', 'e', 'ɲ', 'a', 'ɲ', 'i']",Indonesian,0.0
bernyanyi,"['b', 'e', 'r', 'ɲ', 'a', 'ɲ', 'i']",Indonesian,0.0
teriak,"['t', 'e', 'r', 'i', 'a', 'ʔ']",Indonesian,0.0
berbisik,"['b', 'e', 'r', 'b', 'i', 's', 'i', 'ʔ']",Indonesian,0.0
bergumam,"['b', 'e', 'r', 'g', 'u', 'm', 'a', 'm']",Indonesian,0.0
bersiul,"['b', 'e', 'r', 's', 'i', 'u', 'l']",Indonesian,0.0
menjerit,"['m', 'e', 'ɲ', 'e', 'r', 'i', 't']",Indonesian,0.0
melolong,"['m', 'e', 'l', 'o', 'l', 'o', 'ŋ']",Indonesian,0.0
berbicara,"['b', 'e', 'r', 'b', 'i', 'tʃ', 'a', 'r', 'a']",Indonesian,1.0
ngomong,"['ŋ', 'o', 'm', 'o', 'ŋ']",Indonesian,1.0
ngobrol,"['ŋ', 'o', 'b', 'r', 'o', 'l']",Indonesian,1.0
menggagap,"['m', 'e', 'ŋ', 'g', 'a', 'g', 'a', 'p']",Indonesian,0.0
mengatakan,"['m', 'e', 'ŋ', 'a', 't', 'a', 'k', 'a', 'n']",Indonesian,0.0
bilang,"['b', 'i', 'l', 'a', 'ŋ']",Indonesian,0.0
menceritakan,"['m', 'e', 'ɲ', 'e', 'r', 'i', 't', 'a', 'k', 'a', 'n']",Indonesian,0.0
pidato,"['p', 'i', 'd', 'a', 't', 'o']",Indonesian,1.0
diam (1),"['d', 'i', 'a', 'm']",Indonesian,0.0
bahasa,"['b', 'a', 'h', 'a', 's', 'a']",Indonesian,1.0
kata,"['k', 'a', 't', 'a']",Indonesian,1.0
nama,"['n', 'a', 'm', 'a']",Indonesian,1.0
bertanya,"['b', 'e', 'r', 't', 'a', 'ɲ', 'a']",Indonesian,0.0
menjawab,"['m', 'e', 'ɲ', 'a', 'w', 'a', 'b']",Indonesian,1.0
membalas,"['m', 'e', 'm', 'b', 'a', 'l', 'a', 's']",Indonesian,0.0
menyahut,"['m', 'e', 'ɲ', 'a', 'h', 'u', 't']",Indonesian,0.0
mengaku(i),"['m', 'e', 'ŋ', 'a', 'k', 'u', 'i']",Indonesian,0.0
menyangkal,"['m', 'e', 'ɲ', 'a', 'ŋ', 'k', 'a', 'l']",Indonesian,0.0
membantah,"['m', 'e', 'm', 'b', 'a', 'n', 't', 'a', 'h']",Indonesian,0.0
menyanggah,"['m', 'e', 'ɲ', 'a', 'ŋ', 'g', 'a', 'h']",Indonesian,0.0
meminta,"['m', 'e', 'm', 'i', 'n', 't', 'a']",Indonesian,0.0
berjanji,"['b', 'e', 'r', 'dʒ', 'a', 'ɲ', 'i']",Indonesian,0.0
menolak,"['m', 'e', 'n', 'o', 'l', 'a', 'ʔ']",Indonesian,0.0
melarang,"['m', 'e', 'l', 'a', 'r', 'a', 'ŋ']",Indonesian,0.0
menegur,"['m', 'e', 'n', 'e', 'g', 'u', 'r']",Indonesian,0.0
menghardik,"['m', 'e', 'ŋ', 'h', 'a', 'r', 'd', 'i', 'ʔ']",Indonesian,0.0
mencaci-maki,"['m', 'e', 'ɲ', 'a', 'tʃ', 'i', '+', 'm', 'a', 'k', 'i']",Indonesian,0.0
mengoméli,"['m', 'e', 'ŋ', 'o', 'm', 'é/e', 'l', 'i']",Indonesian,1.0
mengata-ngatai,"['m', 'e', 'ŋ', 'a', 't', 'a', '+', 'ŋ', 'a', 't', 'aɪ']",Indonesian,0.0
memarahi,"['m', 'e', 'm', 'a', 'r', 'a', 'h', 'i']",Indonesian,0.0
memanggil,"['m', 'e', 'm', 'a', 'ŋ', 'g', 'i', 'l']",Indonesian,0.0
menamakan,"['m', 'e', 'n', 'a', 'm', 'a', 'k', 'a', 'n']",Indonesian,0.0
menamai,"['m', 'e', 'n', 'a', 'm', 'aɪ']",Indonesian,0.0
mengumumkan,"['m', 'e', 'ŋ', 'u', 'm', 'u', 'm', 'k', 'a', 'n']",Indonesian,0.0
mengancam,"['m', 'e', 'ŋ', 'a', 'ɲ', 'a', 'm']",Indonesian,0.5
